id,target
test_id230,12.519427
test_id231,14.453963
test_id232,13.43936
test_id233,15.727905
test_id234,11.299153
test_id235,12.610312
test_id236,15.473159
test_id237,1.2862022
test_id238,7.3138356
test_id239,14.430662
test_id240,14.867334
test_id241,14.085585
test_id242,11.56953
test_id243,18.594906
test_id244,16.006561
test_id245,5.566203
test_id246,16.0738
test_id247,13.842269
test_id248,12.592013
test_id249,16.83257
test_id250,2.2599454
test_id251,2.8696234
test_id252,4.2223444
test_id253,17.006142
test_id254,14.8699465
test_id255,14.872247
test_id256,13.879523
test_id257,11.28682
test_id258,-0.017020762
test_id259,8.153805
test_id260,14.495526
test_id261,2.4459376
test_id262,11.576365
test_id263,2.1204076
test_id264,12.5461235
test_id265,13.338768
test_id266,13.364254
test_id267,13.020911
test_id268,13.593643
test_id269,15.272158
test_id270,14.384595
test_id271,0.9758225
test_id272,13.407674
test_id273,10.8209
test_id274,16.157219
test_id275,14.903164
test_id276,13.149088
test_id277,14.383499
test_id278,13.6061735
test_id279,14.483368
test_id280,4.213832
test_id281,11.491809
test_id282,12.929059
test_id283,14.841855
test_id284,3.5831366
test_id285,14.053767
test_id286,16.879368
test_id287,14.411948
test_id288,12.462971
test_id289,6.4791775
test_id290,12.990149
test_id291,12.351075
test_id292,15.055297
test_id293,15.372535
test_id294,12.184621
test_id295,-2.8925114
test_id296,16.07784
test_id297,5.8068833
test_id298,16.416674
test_id299,10.881947
test_id300,5.0666323
test_id301,13.411408
test_id302,6.4119663
test_id303,7.490019
test_id304,3.3964193
test_id305,1.5311656
test_id306,11.025109
test_id307,11.033009
test_id308,5.0339913
test_id309,12.985803
test_id310,15.359335
test_id311,15.0239935
test_id312,13.106443
test_id313,13.702775
test_id314,13.020357
test_id315,17.265669
test_id316,15.600256
test_id317,14.267912
test_id318,15.289174
test_id319,1.9680502
test_id320,8.068138
test_id321,4.326744
test_id322,14.276783
test_id323,9.229876
test_id324,9.757304
test_id325,2.619104
test_id326,13.024896
test_id327,11.409195
test_id328,8.64175
test_id329,17.342854
test_id330,9.079453
test_id331,13.032829
test_id332,15.023114
test_id333,17.830101
test_id334,-0.59538937
test_id335,14.399582
test_id336,13.283296
test_id337,14.478141
test_id338,0.6186482
test_id339,15.446333
test_id340,4.518562
test_id341,10.556314
test_id342,11.571228
test_id343,18.234072
test_id344,16.39598
test_id345,-1.2528491
test_id346,2.0179634
test_id347,14.428933
test_id348,17.040668
test_id349,12.691176
test_id350,17.404663
test_id351,12.573911
test_id352,12.32343
test_id353,14.625875
test_id354,8.057247
test_id355,13.47031
test_id356,9.750536
test_id357,14.226051
test_id358,14.578067
test_id359,15.280379
test_id360,15.262766
test_id361,11.239705
test_id362,11.85949
test_id363,12.292007
test_id364,3.8434763
test_id365,10.91242
test_id366,15.449936
test_id367,10.6407585
test_id368,3.2348678
test_id369,11.826757
test_id370,0.38371196
test_id371,12.774378
test_id372,10.362155
test_id373,2.1620522
test_id374,16.36242
test_id375,14.242204
test_id376,12.632956
test_id377,13.264321
test_id378,16.835886
test_id379,3.1597426
test_id380,15.803009
test_id381,14.894334
test_id382,13.982057
test_id383,9.98698
test_id384,6.489273
test_id385,9.651096
test_id386,15.262623
test_id387,17.714502
test_id388,11.7171135
test_id389,11.272323
test_id390,12.655291
test_id391,6.091898
test_id392,11.93861
test_id393,15.84243
test_id394,12.620476
test_id395,14.1702175
test_id396,16.964268
test_id397,13.0414505
test_id398,14.848583
test_id399,10.558775
test_id400,14.225508
test_id401,14.471504
test_id402,13.24444
test_id403,15.639322
test_id404,4.8687706
test_id405,1.3582425
test_id406,15.396918
test_id407,10.560706
test_id408,13.206765
test_id409,13.454818
test_id410,14.684159
test_id411,7.3542166
test_id412,15.587762
test_id413,14.752368
test_id414,13.723704
test_id415,16.32265
test_id416,12.569055
test_id417,14.000816
test_id418,10.48399
test_id419,9.029452
test_id420,14.405747
test_id421,16.340803
test_id422,12.643927
test_id423,13.470854
test_id424,13.66861
test_id425,12.542271
test_id426,18.662275
test_id427,-2.0003955
test_id428,14.813198
test_id429,13.6360855
test_id430,13.508254
test_id431,7.1860657
test_id432,12.882037
test_id433,14.189558
test_id434,14.626026
test_id435,14.319748
test_id436,7.119827
test_id437,-1.3279055
test_id438,11.993111
test_id439,12.292858
test_id440,14.132539
test_id441,3.4401536
test_id442,14.505466
test_id443,15.553562
test_id444,15.518052
test_id445,12.962739
test_id446,14.65681
test_id447,14.606773
test_id448,16.123966
test_id449,12.734865
test_id450,5.0475206
test_id451,11.515813
test_id452,12.837872
test_id453,15.075927
test_id454,11.331981
test_id455,17.050425
test_id456,15.321341
test_id457,13.331649
test_id458,15.745745
test_id459,15.777879
test_id460,14.246674
test_id461,13.601982
test_id462,14.212344
test_id463,14.55811
test_id464,14.89835
test_id465,16.539364
test_id466,10.549715
test_id467,12.415187
test_id468,7.915743
test_id469,15.551709
test_id470,12.983361
test_id471,10.640126
test_id472,15.525337
test_id473,9.343057
test_id474,13.229614
test_id475,14.319746
test_id476,13.011626
test_id477,14.018252
test_id478,15.4529295
test_id479,5.794479
test_id480,12.542945
test_id481,15.969211
test_id482,10.671051
test_id483,6.7964287
test_id484,2.6110804
test_id485,13.839356
test_id486,4.0567064
test_id487,14.834521
test_id488,13.79935
test_id489,15.019617
test_id490,6.099209
test_id491,7.467375
test_id492,9.420277
test_id493,15.750883
test_id494,5.3478847
test_id495,13.625332
test_id496,12.378819
test_id497,15.757488
test_id498,14.354856
test_id499,15.323115
test_id500,8.894575
test_id501,1.542996
test_id502,5.5235105
test_id503,10.278566
test_id504,14.420887
test_id505,16.892708
test_id506,15.586981
test_id507,7.867119
test_id508,16.24485
test_id509,10.074744
test_id510,3.0007997
test_id511,14.422927
test_id512,16.452263
test_id513,13.168801
test_id514,15.144807
test_id515,14.654984
test_id516,12.93775
test_id517,7.30383
test_id518,11.40603
test_id519,8.312881
test_id520,13.965399
test_id521,13.496097
test_id522,13.576068
test_id523,-1.5736136
test_id524,3.6994371
test_id525,14.055589
test_id526,11.93663
test_id527,16.194157
test_id528,16.2228
test_id529,14.949372
test_id530,12.944006
test_id531,14.57484
test_id532,11.695
test_id533,11.553759
test_id534,14.231796
test_id535,14.10002
test_id536,16.674368
test_id537,13.856147
test_id538,13.235786
test_id539,17.019854
test_id540,13.035488
test_id541,15.528267
test_id542,16.236656
test_id543,11.09291
test_id544,15.994495
test_id545,14.500098
test_id546,12.546397
test_id547,12.468879
test_id548,13.097868
test_id549,13.47045
test_id550,13.522407
test_id551,5.9089556
test_id552,14.382584
test_id553,11.626114
test_id554,14.476256
test_id555,4.9513373
test_id556,1.2784388
test_id557,14.682457
test_id558,8.747492
test_id559,8.354855
test_id560,11.333003
test_id561,14.523163
test_id562,11.058441
test_id563,15.768117
test_id564,12.740291
test_id565,6.503772
test_id566,7.0103617
test_id567,15.532414
test_id568,5.227955
test_id569,13.318948
test_id570,1.3165271
test_id571,16.951654
test_id572,15.209005
test_id573,11.68221
test_id574,14.705314
test_id575,11.377549
test_id576,14.53883
test_id577,11.546144
test_id578,16.312977
test_id579,11.820625
test_id580,14.299485
test_id581,14.3666725
test_id582,14.214913
test_id583,12.37602
test_id584,9.089334
test_id585,10.369227
test_id586,9.739204
test_id587,17.968845
test_id588,10.6304035
test_id589,15.091282
test_id590,11.380893
test_id591,13.286834
test_id592,11.103651
test_id593,7.1460915
test_id594,13.263181
test_id595,12.619639
test_id596,15.603962
test_id597,6.12934
test_id598,14.602984
test_id599,11.967216
test_id600,16.412268
test_id601,13.725325
test_id602,3.1582465
test_id603,12.030427
test_id604,-0.12582976
test_id605,11.7222805
test_id606,-0.2457428
test_id607,11.780288
test_id608,10.410684
test_id609,10.10833
test_id610,11.396747
test_id611,13.587238
test_id612,17.394835
test_id613,13.453065
test_id614,12.668153
test_id615,1.820313
test_id616,13.887746
test_id617,12.497698
test_id618,6.438543
test_id619,-1.484636
test_id620,13.200917
test_id621,4.900054
test_id622,0.97124803
test_id623,6.3815093
test_id624,13.821934
test_id625,2.641863
test_id626,15.483191
test_id627,11.556234
test_id628,1.6335415
test_id629,8.098114
test_id630,13.865751
test_id631,5.6871343
test_id632,11.412015
test_id633,13.468132
test_id634,-0.9649992
test_id635,14.069378
test_id636,14.533463
test_id637,14.736323
test_id638,11.641415
test_id639,13.128925
test_id640,5.8319097
test_id641,1.3227675
test_id642,14.038119
test_id643,11.229182
test_id644,15.210142
test_id645,16.661661
test_id646,5.139464
test_id647,-0.06316501
test_id648,17.625818
test_id649,17.488102
test_id650,11.220992
test_id651,9.491194
test_id652,14.733806
test_id653,12.529864
test_id654,14.465657
test_id655,17.477829
test_id656,15.043831
test_id657,13.340882
test_id658,14.0012455
test_id659,11.890182
test_id660,14.514158
test_id661,15.107081
test_id662,11.6851845
test_id663,15.775193
test_id664,14.050672
test_id665,2.3386016
test_id666,10.922307
test_id667,0.17917448
test_id668,14.163692
test_id669,14.085856
test_id670,17.145416
test_id671,10.272729
test_id672,0.23512822
test_id673,5.06094
test_id674,8.644741
test_id675,13.266193
test_id676,5.790819
test_id677,14.093693
test_id678,12.060141
test_id679,16.168074
test_id680,0.3751537
test_id681,1.2962773
test_id682,12.475042
test_id683,12.437529
test_id684,10.479486
test_id685,17.647179
test_id686,16.085327
test_id687,14.119655
test_id688,15.195354
test_id689,8.695689
test_id690,3.2993886
test_id691,15.166336
test_id692,16.730461
test_id693,3.7690687
test_id694,15.978876
test_id695,14.295091
test_id696,15.553857
test_id697,2.52118
test_id698,15.44916
test_id699,-1.1717538
test_id700,12.881739
test_id701,14.429842
test_id702,11.242638
test_id703,11.956632
test_id704,13.183234
test_id705,2.695835
test_id706,14.187887
test_id707,17.993273
test_id708,6.824355
test_id709,13.088255
test_id710,11.712638
test_id711,8.151681
test_id712,17.096573
test_id713,15.62262
test_id714,17.139996
test_id715,17.086824
test_id716,13.150638
test_id717,7.2963815
test_id718,10.420046
test_id719,7.598412
test_id720,14.819586
test_id721,14.069788
test_id722,17.724781
test_id723,14.104237
test_id724,13.559227
test_id725,14.300223
test_id726,7.939144
test_id727,8.569911
test_id728,13.013664
test_id729,6.319602
test_id730,10.226511
test_id731,3.5053813
test_id732,13.6210165
test_id733,9.206156
test_id734,14.868587
test_id735,13.621857
test_id736,13.841156
test_id737,13.342934
test_id738,3.2912064
test_id739,15.77093
test_id740,7.191568
test_id741,12.673895
test_id742,18.74685
test_id743,14.06297
test_id744,0.44792932
test_id745,13.813923
test_id746,14.396068
test_id747,14.805285
test_id748,9.499669
test_id749,8.413381
test_id750,15.116647
test_id751,14.548482
test_id752,6.4892435
test_id753,13.292073
test_id754,13.922627
test_id755,7.5985227
test_id756,15.235135
test_id757,14.253654
test_id758,10.834695
test_id759,13.551449
test_id760,14.150154
test_id761,17.47669
test_id762,9.085397
test_id763,13.614927
test_id764,16.79283
test_id765,2.054811
test_id766,15.28162
test_id767,9.311815
test_id768,8.581352
test_id769,16.480026
test_id770,14.725583
test_id771,14.245523
test_id772,13.575913
test_id773,15.626108
test_id774,15.529185
test_id775,1.384877
test_id776,4.415292
test_id777,8.81731
test_id778,-0.28976935
test_id779,5.9488053
test_id780,-1.1644207
test_id781,11.511378
test_id782,13.557109
test_id783,13.712118
test_id784,12.779502
test_id785,14.6266
test_id786,4.2109146
test_id787,1.8015686
test_id788,15.549734
test_id789,14.363853
test_id790,15.510583
test_id791,6.02878
test_id792,7.0421786
test_id793,3.6102946
test_id794,10.820991
test_id795,14.873927
test_id796,11.730912
test_id797,13.066451
test_id798,14.630066
test_id799,15.602808
test_id800,13.793517
test_id801,14.26722
test_id802,13.806978
test_id803,9.531913
test_id804,12.858081
test_id805,3.6659982
test_id806,16.651176
test_id807,13.914823
test_id808,10.23777
test_id809,13.087657
test_id810,10.889106
test_id811,14.808972
test_id812,12.539952
test_id813,14.277348
test_id814,11.043314
test_id815,15.049068
test_id816,8.9266205
test_id817,15.309871
test_id818,4.5966825
test_id819,15.013721
test_id820,5.3508153
test_id821,14.518173
test_id822,13.01096
test_id823,5.2275023
test_id824,6.5293016
test_id825,15.30048
test_id826,16.63391
test_id827,13.340431
test_id828,14.006162
test_id829,12.952136
test_id830,10.949272
test_id831,12.725474
test_id832,14.282689
test_id833,13.745589
test_id834,8.68203
test_id835,14.292981
test_id836,15.163938
test_id837,12.167856
test_id838,9.615578
test_id839,13.607538
test_id840,14.627141
test_id841,12.85315
test_id842,15.44351
test_id843,13.288824
test_id844,13.874738
test_id845,12.820111
test_id846,15.031267
test_id847,15.760902
test_id848,12.795101
test_id849,6.9129367
test_id850,9.083669
test_id851,17.19071
test_id852,16.819487
test_id853,11.008459
test_id854,7.391976
test_id855,15.215787
test_id856,15.3789015
test_id857,15.661435
test_id858,6.00636
test_id859,14.554604
test_id860,0.8145156
test_id861,10.824912
test_id862,7.483593
test_id863,15.353198
test_id864,15.393812
test_id865,6.246029
test_id866,11.739671
test_id867,12.980655
test_id868,12.531745
test_id869,10.913012
test_id870,14.161959
test_id871,15.1591215
test_id872,10.161294
test_id873,12.8212185
test_id874,16.056139
test_id875,15.9520645
test_id876,13.448749
test_id877,14.570006
test_id878,17.470728
test_id879,12.152453
test_id880,13.537136
test_id881,-0.18806577
test_id882,2.2960005
test_id883,13.760028
test_id884,11.799234
test_id885,15.9022
test_id886,5.425872
test_id887,14.477027
test_id888,10.780766
test_id889,15.333496
test_id890,12.298877
test_id891,13.30684
test_id892,8.415203
test_id893,14.104321
test_id894,13.16972
test_id895,16.082407
test_id896,14.325484
test_id897,13.43473
test_id898,1.0920169
test_id899,4.4284983
test_id900,15.231807
test_id901,0.42777357
test_id902,10.785149
test_id903,13.507036
test_id904,10.026785
test_id905,1.4407957
test_id906,1.5476805
test_id907,13.723032
test_id908,5.5927854
test_id909,7.83746
test_id910,3.0278032
test_id911,7.7732654
test_id912,14.596594
test_id913,2.1642265
test_id914,15.697431
test_id915,15.862666
test_id916,6.0441704
test_id917,14.485958
test_id918,15.487724
test_id919,0.34695947
test_id920,7.827818
test_id921,15.45082
test_id922,13.323253
test_id923,14.563593
test_id924,13.704416
test_id925,10.627884
test_id926,9.000699
test_id927,5.3616323
test_id928,7.300877
test_id929,16.772152
test_id930,12.130393
test_id931,1.4523069
test_id932,9.317113
test_id933,13.474772
test_id934,13.613819
test_id935,15.667786
test_id936,15.247638
test_id937,12.550531
test_id938,14.971534
test_id939,10.956766
test_id940,14.852233
test_id941,8.611936
test_id942,9.958448
test_id943,13.824258
test_id944,14.80589
test_id945,14.216067
test_id946,10.199783
test_id947,8.892067
test_id948,15.399947
test_id949,1.09675
test_id950,12.353384
test_id951,17.237663
test_id952,13.38049
test_id953,16.873068
test_id954,0.9814377
test_id955,14.510872
test_id956,15.393056
test_id957,15.220114
test_id958,13.54669
test_id959,12.205547
test_id960,15.00849
test_id961,15.570667
test_id962,13.276925
test_id963,15.455274
test_id964,15.352827
test_id965,14.321514
test_id966,11.448412
test_id967,15.095782
test_id968,15.487644
test_id969,12.495998
test_id970,16.70024
test_id971,10.824403
test_id972,16.81617
test_id973,6.5496497
test_id974,0.8943782
test_id975,13.339857
test_id976,14.261084
test_id977,12.309698
test_id978,10.956857
test_id979,9.375189
test_id980,7.5977125
test_id981,12.184997
test_id982,16.245987
test_id983,15.593412
test_id984,12.418821
test_id985,13.561168
test_id986,16.214968
test_id987,8.527951
test_id988,15.717847
test_id989,4.3994684
test_id990,10.480225
test_id991,3.0271716
test_id992,15.378513
test_id993,7.0398297
test_id994,15.155009
test_id995,10.172554
test_id996,13.521969
test_id997,14.300189
test_id998,15.804896
test_id999,9.301488
test_id1000,13.33457
test_id1001,15.652106
test_id1002,9.910882
test_id1003,1.3132039
test_id1004,10.839832
test_id1005,9.969823
test_id1006,9.095934
test_id1007,9.72613
test_id1008,14.728661
test_id1009,6.386832
test_id1010,15.871698
test_id1011,15.60142
test_id1012,13.793358
test_id1013,14.206534
test_id1014,13.7129
test_id1015,13.413084
test_id1016,12.678497
test_id1017,9.273002
test_id1018,-2.6230543
test_id1019,6.930738
test_id1020,10.837564
test_id1021,15.537995
test_id1022,9.218973
test_id1023,13.381042
test_id1024,14.469898
test_id1025,1.2736714
test_id1026,15.757405
test_id1027,2.501967
test_id1028,7.8640337
test_id1029,13.58759
test_id1030,1.3773814
test_id1031,12.028186
test_id1032,4.514642
test_id1033,11.266394
test_id1034,15.602077
test_id1035,1.875419
test_id1036,16.462994
test_id1037,3.8683894
test_id1038,3.0168865
test_id1039,13.903679
test_id1040,13.907346
test_id1041,2.7142167
test_id1042,15.716575
test_id1043,15.67046
test_id1044,14.354834
test_id1045,17.687
test_id1046,17.627663
test_id1047,9.5437
test_id1048,12.821434
test_id1049,6.910344
test_id1050,14.431301
test_id1051,14.636395
test_id1052,4.5308657
test_id1053,15.613576
test_id1054,17.489172
test_id1055,14.540224
test_id1056,14.627793
test_id1057,5.176278
test_id1058,14.4138775
test_id1059,10.475997
test_id1060,5.824056
test_id1061,12.98819
test_id1062,14.829727
test_id1063,9.821816
test_id1064,15.214814
test_id1065,3.9344094
test_id1066,14.862353
test_id1067,6.970679
test_id1068,1.2766011
test_id1069,13.635074
test_id1070,14.852777
test_id1071,16.539316
test_id1072,15.617935
test_id1073,8.463973
test_id1074,13.156508
test_id1075,2.6189451
test_id1076,13.64454
test_id1077,15.353281
test_id1078,11.529306
test_id1079,12.9234915
test_id1080,15.100712
test_id1081,4.3621006
test_id1082,14.631214
test_id1083,14.490277
test_id1084,14.1762705
test_id1085,9.033701
test_id1086,9.413752
test_id1087,13.616271
test_id1088,14.560633
test_id1089,14.125951
test_id1090,16.412676
test_id1091,15.204392
test_id1092,11.663576
test_id1093,12.967209
test_id1094,11.783694
test_id1095,2.4393814
test_id1096,14.777589
test_id1097,3.7976928
test_id1098,15.2335825
test_id1099,11.701082
test_id1100,13.369689
test_id1101,6.576864
test_id1102,13.549876
test_id1103,8.498254
test_id1104,14.048735
test_id1105,7.476888
test_id1106,15.860645
test_id1107,5.3114324
test_id1108,13.408536
test_id1109,15.440646
test_id1110,18.433651
test_id1111,14.231317
test_id1112,12.887288
test_id1113,11.6989355
test_id1114,13.889412
test_id1115,-0.49136937
test_id1116,8.648715
test_id1117,15.660375
test_id1118,12.898224
test_id1119,8.529716
test_id1120,14.839547
test_id1121,16.16655
test_id1122,10.707282
test_id1123,15.02178
test_id1124,17.102758
test_id1125,16.514261
test_id1126,14.049319
test_id1127,13.71271
test_id1128,14.299057
test_id1129,4.132779
test_id1130,12.598288
test_id1131,13.245754
test_id1132,15.848965
test_id1133,18.528866
test_id1134,15.718542
test_id1135,14.87249
test_id1136,14.5578165
test_id1137,15.350932
test_id1138,5.232059
test_id1139,14.690352
test_id1140,16.124283
test_id1141,13.787593
test_id1142,13.473565
test_id1143,15.877379
test_id1144,4.895204
test_id1145,12.229721
test_id1146,14.251837
test_id1147,18.742697
test_id1148,6.7028203
test_id1149,13.382393
test_id1150,14.643378
test_id1151,16.390394
test_id1152,-1.4931475
test_id1153,13.441124
test_id1154,11.06784
test_id1155,10.688377
test_id1156,7.8172135
test_id1157,-0.37487626
test_id1158,12.089368
test_id1159,10.574863
test_id1160,6.451101
test_id1161,7.098432
test_id1162,16.471493
test_id1163,14.392044
test_id1164,14.353809
test_id1165,14.907892
test_id1166,5.057198
test_id1167,10.80225
test_id1168,14.418838
test_id1169,14.570712
test_id1170,14.099713
test_id1171,6.5198507
test_id1172,5.854275
test_id1173,16.051674
test_id1174,14.659133
test_id1175,6.5150223
test_id1176,13.73614
test_id1177,6.069883
test_id1178,13.825208
test_id1179,15.17227
test_id1180,15.970389
test_id1181,13.155123
test_id1182,15.000447
test_id1183,11.443375
test_id1184,11.149906
test_id1185,5.3675
test_id1186,13.767784
test_id1187,15.784822
test_id1188,-0.19797951
test_id1189,10.581408
test_id1190,15.47399
test_id1191,7.75953
test_id1192,16.423077
test_id1193,14.322973
test_id1194,10.858538
test_id1195,-0.7301508
test_id1196,16.915215
test_id1197,14.761898
test_id1198,11.863679
test_id1199,15.69084
test_id1200,13.439193
test_id1201,0.3245616
test_id1202,13.966273
test_id1203,13.936833
test_id1204,14.752174
test_id1205,14.915474
test_id1206,1.4489727
test_id1207,4.7448726
test_id1208,13.713341
test_id1209,18.274187
test_id1210,14.040007
test_id1211,2.5100627
test_id1212,13.819483
test_id1213,18.179655
test_id1214,4.322335
test_id1215,13.443598
test_id1216,11.170545
test_id1217,14.526443
test_id1218,5.405833
test_id1219,14.417204
test_id1220,5.131009
test_id1221,16.079311
test_id1222,17.525314
test_id1223,16.513124
test_id1224,14.223597
test_id1225,13.217855
test_id1226,1.5625829
test_id1227,9.753875
test_id1228,5.124825
test_id1229,8.984042
test_id1230,3.9725227
test_id1231,18.125574
test_id1232,14.960028
test_id1233,15.8376
test_id1234,11.150569
test_id1235,4.84973
test_id1236,0.06148365
test_id1237,16.379158
test_id1238,9.990998
test_id1239,5.4312067
test_id1240,14.092387
test_id1241,15.685638
test_id1242,14.530388
test_id1243,12.859646
test_id1244,7.6853514
test_id1245,15.459331
test_id1246,7.9583797
test_id1247,12.636762
test_id1248,3.713731
test_id1249,15.74272
test_id1250,12.008282
test_id1251,3.710465
test_id1252,3.4646094
test_id1253,14.436027
test_id1254,14.612802
test_id1255,3.053753
test_id1256,14.543006
test_id1257,13.757015
test_id1258,14.453982
test_id1259,17.8207
test_id1260,13.223354
test_id1261,13.907846
test_id1262,16.143055
test_id1263,15.875815
test_id1264,13.711349
test_id1265,17.046278
test_id1266,2.0454946
test_id1267,14.24804
test_id1268,14.269856
test_id1269,14.006108
test_id1270,11.11099
test_id1271,2.2212858
test_id1272,13.455352
test_id1273,13.417375
test_id1274,14.0349245
test_id1275,3.9255395
test_id1276,7.765136
test_id1277,15.224672
test_id1278,9.5651
test_id1279,14.704694
test_id1280,12.758991
test_id1281,14.326431
test_id1282,17.493637
test_id1283,14.549144
test_id1284,11.677471
test_id1285,14.350825
test_id1286,14.077392
test_id1287,12.525851
test_id1288,10.674971
test_id1289,9.765734
test_id1290,12.828591
test_id1291,6.9576373
test_id1292,16.439365
test_id1293,12.2225485
test_id1294,10.526811
test_id1295,15.607041
test_id1296,15.076608
test_id1297,8.548965
test_id1298,11.624189
test_id1299,15.684802
test_id1300,14.992935
test_id1301,7.57815
test_id1302,8.276905
test_id1303,7.993163
test_id1304,12.071216
test_id1305,7.833684
test_id1306,14.536256
test_id1307,14.50301
test_id1308,14.738457
test_id1309,14.93043
test_id1310,14.830367
test_id1311,12.195496
test_id1312,13.466582
test_id1313,14.988362
test_id1314,13.556541
test_id1315,14.427538
test_id1316,4.9454627
test_id1317,13.806902
test_id1318,12.210019
test_id1319,9.678206
test_id1320,17.616686
test_id1321,9.373411
test_id1322,7.2791033
test_id1323,16.138378
test_id1324,14.12811
test_id1325,14.67309
test_id1326,10.9915905
test_id1327,15.0617485
test_id1328,6.044245
test_id1329,12.888934
test_id1330,12.797989
test_id1331,14.06458
test_id1332,15.127134
test_id1333,12.073552
test_id1334,10.856721
test_id1335,17.654404
test_id1336,15.2268915
test_id1337,15.01449
test_id1338,13.572757
